date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:23:43	3655/3655	---M--	200	added ('OK')	text/css	date:Fri,%2007%20Sep%202018%2019:51:21%20GMT	http://wordpressboss.com/wb/nista-demo/assets/css/responsive.css	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/css/responsive.css	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:23:43	4408/4408	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Sep%202018%2019:51:13%20GMT	http://wordpressboss.com/wb/nista-demo/index.html	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/index.html	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:23:46	14509/14509	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Sep%202018%2019:52:24%20GMT	http://wordpressboss.com/wb/nista-demo/assets/images/work/2.jpg	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/images/work/2.jpg	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:23:48	20253/20253	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Sep%202018%2019:52:24%20GMT	http://wordpressboss.com/wb/nista-demo/assets/images/work/3.jpg	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/images/work/3.jpg	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:23:52	20264/20264	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Sep%202018%2019:52:28%20GMT	http://wordpressboss.com/wb/nista-demo/assets/images/work/6.jpg	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/images/work/6.jpg	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:23:52	78447/78447	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Sep%202018%2019:52:23%20GMT	http://wordpressboss.com/wb/nista-demo/assets/images/work/1.jpg	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/images/work/1.jpg	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:23:58	81152/81152	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Sep%202018%2019:52:26%20GMT	http://wordpressboss.com/wb/nista-demo/assets/images/work/5.jpg	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/images/work/5.jpg	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:23:59	36868/36868	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Sep%202018%2019:52:16%20GMT	http://wordpressboss.com/wb/nista-demo/assets/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/bootstrap/js/bootstrap.min.js	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:23:59	95829/95829	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Sep%202018%2019:52:26%20GMT	http://wordpressboss.com/wb/nista-demo/assets/images/work/4.jpg	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/images/work/4.jpg	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:24:02	14916/14916	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Sep%202018%2019:52:37%20GMT	http://wordpressboss.com/wb/nista-demo/assets/owlcarousel/js/owl.carousel.min.js	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/owlcarousel/js/owl.carousel.min.js	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:24:02	12636/12636	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Sep%202018%2019:51:49%20GMT	http://wordpressboss.com/wb/nista-demo/assets/js/jquery.stellar.min.js	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/js/jquery.stellar.min.js	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:24:05	85578/85578	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Sep%202018%2019:51:48%20GMT	http://wordpressboss.com/wb/nista-demo/assets/js/jquery.min.js	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/js/jquery.min.js	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:24:05	1071/1071	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Sep%202018%2019:51:46%20GMT	http://wordpressboss.com/wb/nista-demo/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/js/jquery.counterup.min.js	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:24:05	20221/20221	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Sep%202018%2019:51:46%20GMT	http://wordpressboss.com/wb/nista-demo/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/js/jquery.magnific-popup.min.js	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:24:06	50986/50986	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Sep%202018%2019:51:49%20GMT	http://wordpressboss.com/wb/nista-demo/assets/js/jquery.mixitup.js	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/js/jquery.mixitup.js	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:24:06	8833/8833	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Sep%202018%2019:51:51%20GMT	http://wordpressboss.com/wb/nista-demo/assets/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/js/jquery.waypoints.min.js	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:24:07	8182/8182	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Sep%202018%2019:51:52%20GMT	http://wordpressboss.com/wb/nista-demo/assets/js/wow.min.js	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/js/wow.min.js	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:24:08	8101/8101	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Sep%202018%2019:51:52%20GMT	http://wordpressboss.com/wb/nista-demo/assets/js/scripts.js	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/js/scripts.js	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:24:08	28649/28649	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Sep%202018%2019:51:45%20GMT	http://wordpressboss.com/wb/nista-demo/assets/js/gmap3.min.js	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/js/gmap3.min.js	(from http://wordpressboss.com/wb/nista-demo/index-image.html)
14:24:08	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2007%20Sep%202018%2019:52:08%20GMT	http://wordpressboss.com/wb/nista-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://wordpressboss.com/wb/nista-demo/assets/bootstrap/css/bootstrap.min.css)
14:24:10	18028/18028	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Sep%202018%2019:52:12%20GMT	http://wordpressboss.com/wb/nista-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.woff2	(from http://wordpressboss.com/wb/nista-demo/assets/bootstrap/css/bootstrap.min.css)
14:24:11	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2007%20Sep%202018%2019:52:09%20GMT	http://wordpressboss.com/wb/nista-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	(from http://wordpressboss.com/wb/nista-demo/assets/bootstrap/css/bootstrap.min.css)
14:24:12	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2007%20Sep%202018%2019:52:08%20GMT	http://wordpressboss.com/wb/nista-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://wordpressboss.com/wb/nista-demo/assets/bootstrap/css/bootstrap.min.css)
14:24:13	23424/23424	---M--	200	added ('OK')	font/woff	date:Fri,%2007%20Sep%202018%2019:52:11%20GMT	http://wordpressboss.com/wb/nista-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://wordpressboss.com/wb/nista-demo/assets/bootstrap/css/bootstrap.min.css)
14:24:17	45404/45404	---M--	200	added ('OK')	font/ttf	date:Fri,%2007%20Sep%202018%2019:52:10%20GMT	http://wordpressboss.com/wb/nista-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from http://wordpressboss.com/wb/nista-demo/assets/bootstrap/css/bootstrap.min.css)
14:24:26	77160/77160	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Sep%202018%2019:51:34%20GMT	http://wordpressboss.com/wb/nista-demo/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/fonts/fontawesome-webfont3e6e.woff2	(from http://wordpressboss.com/wb/nista-demo/assets/fonts/font-awesome.min.css)
14:24:33	98024/98024	---M--	200	added ('OK')	font/woff	date:Fri,%2007%20Sep%202018%2019:51:33%20GMT	http://wordpressboss.com/wb/nista-demo/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/fonts/fontawesome-webfont3e6e.woff	(from http://wordpressboss.com/wb/nista-demo/assets/fonts/font-awesome.min.css)
14:24:38	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2007%20Sep%202018%2019:51:32%20GMT	http://wordpressboss.com/wb/nista-demo/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/fonts/fontawesome-webfont3e6e.svg	(from http://wordpressboss.com/wb/nista-demo/assets/fonts/font-awesome.min.css)
14:24:39	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2015%20Sep%202018%2018:24:38%20GMT	http://wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/grabbing.png	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/grabbing.27.delayed	(from http://wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/owl.carousel.css)
14:24:40	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2015%20Sep%202018%2018:24:38%20GMT	http://wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/AjaxLoader.gif	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/AjaxLoader.28.delayed	(from http://wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/owl.theme.css)
14:24:40	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2007%20Sep%202018%2019:51:29%20GMT	http://wordpressboss.com/wb/nista-demo/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/fonts/fontawesome-webfont3e6e.eot	(from http://wordpressboss.com/wb/nista-demo/assets/fonts/font-awesome.min.css)
14:24:41	27437/27437	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Sep%202018%2019:51:14%20GMT	http://wordpressboss.com/wb/nista-demo/index-particle.html	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/index-particle.html	(from http://wordpressboss.com/wb/nista-demo/index.html)
14:24:41	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2007%20Sep%202018%2019:51:29%20GMT	http://wordpressboss.com/wb/nista-demo/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/fonts/fontawesome-webfontd41d.eot	(from http://wordpressboss.com/wb/nista-demo/assets/fonts/font-awesome.min.css)
14:24:55	165548/165548	---M--	200	added ('OK')	font/ttf	date:Fri,%2007%20Sep%202018%2019:51:32%20GMT	http://wordpressboss.com/wb/nista-demo/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/fonts/fontawesome-webfont3e6e.ttf	(from http://wordpressboss.com/wb/nista-demo/assets/fonts/font-awesome.min.css)
14:25:13	227448/227448	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Sep%202018%2019:51:40%20GMT	http://wordpressboss.com/wb/nista-demo/assets/images/demo2.png	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/images/demo2.png	(from http://wordpressboss.com/wb/nista-demo/index.html)
14:25:13	231073/231073	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Sep%202018%2019:51:40%20GMT	http://wordpressboss.com/wb/nista-demo/assets/images/demo1.png	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/images/demo1.png	(from http://wordpressboss.com/wb/nista-demo/index.html)
14:25:13	250635/250635	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Sep%202018%2019:52:23%20GMT	http://wordpressboss.com/wb/nista-demo/assets/images/bg/bg.jpg	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/images/bg/bg.jpg	(from http://wordpressboss.com/wb/nista-demo/assets/css/style.css)
14:25:14	23383/23383	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Sep%202018%2019:51:51%20GMT	http://wordpressboss.com/wb/nista-demo/assets/js/particles.min.js	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/js/particles.min.js	(from http://wordpressboss.com/wb/nista-demo/index-particle.html)
14:25:17	2815/2815	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Sep%202018%2019:51:45%20GMT	http://wordpressboss.com/wb/nista-demo/assets/js/app.js	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/js/app.js	(from http://wordpressboss.com/wb/nista-demo/index-particle.html)
14:25:17	0/-1	---M--	500	error ('')			http://wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/grabbing.png	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/grabbing.html	(from http://wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/owl.carousel.css)
14:25:17	0/-1	---M--	500	error ('')			http://wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/AjaxLoader.gif	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/AjaxLoader.html	(from http://wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/owl.theme.css)
14:25:17	0/-1	---M--	500	error ('')			http://wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/grabbing.png	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/grabbing.html	(from http://wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/owl.carousel.css)
14:25:17	0/-1	---M--	500	error ('')			http://wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/AjaxLoader.gif	C:/My%20Web%20Sites/Studi/wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/AjaxLoader.html	(from http://wordpressboss.com/wb/nista-demo/assets/owlcarousel/css/owl.theme.css)
